    station  jaargemiddelde
0   NL01485        9.164345
1   NL01487       10.050092
2   NL01488       10.110829
3   NL01489        9.422667
4   NL01491        9.555176
5   NL01494        9.997247
6   NL01495        9.346652
7   NL01496        9.938948
8   NL01912        9.549949
9   NL01913       11.284714
10  NL10131       10.367700
11  NL10136        9.280664
12  NL10138        7.605480
13  NL10230       10.128012
14  NL10240       10.584616
15  NL10241        9.178119
16  NL10247       10.562133
17  NL10248        5.168889
18  NL10404        7.381561
19  NL10418        8.873164
20  NL10444        9.274975
21  NL10448        9.656321
22  NL10449       10.522108
23  NL10450       10.536326
24  NL10538        8.112992
25  NL10636       11.236042
26  NL10641        8.471764
27  NL10643       10.440389
28  NL10644        8.210931
29  NL10738        8.830380
30  NL10741        9.672739
31  NL10742       10.004647
32  NL10821        7.384767
33  NL10934        7.173391
34  NL10937        8.037947
35  NL10938        8.232207
36  NL49007        9.591520
37  NL49012       10.888941
38  NL49014        9.650542
39  NL49016        8.386331
40  NL49017       10.530354
41  NL49551       10.786554
42  NL49553       11.500737
43  NL49556        7.848507
44  NL49557       12.686206
45  NL49561       10.195232
46  NL49570        9.594054
47  NL49572       10.089898
48  NL49573       11.652461
49  NL49701        9.218075
50  NL49703        8.802090
51  NL49704       10.329302
52  NL53001       11.267633
53  NL53004       11.846014
              NL01485    NL01487    NL01488    NL01489    NL01491    NL01494  \
dag                                                                            
2022-01-01  12.475000  16.191667  16.670833  12.045833  12.500000  13.229167   
2022-01-02   6.845833   7.550000   7.154167   6.695833   6.983333   7.575000   
2022-01-03   8.216667   8.958333   8.537500   7.654167   9.066667   9.808333   
2022-01-04   5.083333   5.895833   5.350000   5.429167   5.765217   5.833333   
2022-01-05   6.525000   8.216667   7.445833   6.400000   6.891667   7.047826   
2022-01-06   5.954167   6.958333   6.070833   5.866667   6.404167   6.650000   
2022-01-07   5.012500   6.870833   5.962500   5.566667   5.708333   5.954167   
2022-01-08   4.425000   6.520833   5.558333   5.429167   4.775000   5.095833   
2022-01-09   7.041667   8.670833   7.704167   7.233333   7.820833   8.220833   
2022-01-10  17.616667  19.316667  17.566667  18.033333  17.787500  19.162500   
2022-01-11  18.808333  19.420833  18.404167  18.241667  19.395833  20.766667   
2022-01-12  14.141667  17.900000  16.658333  15.604167  18.104167  20.258333   
2022-01-13  12.312500  14.620833  14.187500  13.745833  18.600000  18.175000   
2022-01-14  14.858333  17.045833  16.162500  15.729167  17.825000  18.833333   
2022-01-15  22.716667  24.787500  23.887500  22.708333  23.450000  25.262500   
2022-01-16  21.687500  29.033333  23.816667  25.058333  21.262500  22.479167   
2022-01-17  10.270833  17.800000  11.412500   9.516667  10.158333  10.283333   
2022-01-18  12.266667  13.662500  11.883333  12.979167  10.787500  12.383333   
2022-01-19  20.291667  21.112500  20.808333  20.729167  17.854167  19.973913   
2022-01-20   5.691667   5.816667   5.616667   5.241667   5.725000   6.054167   
2022-01-21   4.875000   7.083333   4.912500   4.929167   5.100000   5.083333   
2022-01-22  12.025000  12.654167  11.633333  12.054167  11.504167  11.666667   
2022-01-23  15.758333  17.695833  16.541667  16.487500  14.712500  15.391667   
2022-01-24  28.387500  29.437500  28.720833  27.495833  27.400000  29.566667   
2022-01-25  40.400000  43.004167  42.725000  41.766667  39.158333  41.737500   
2022-01-26  29.212500  32.466667  32.091667  33.429167  29.479167  30.269565   
2022-01-27  10.116667  11.062500  10.791667  10.316667  10.333333  10.825000   
2022-01-28   9.975000  11.945833  11.429167  11.287500   9.925000  10.204167   
2022-01-29   7.891667   8.579167   8.404167   8.141667   7.390476   8.412500   
2022-01-30   9.308333   9.916667   9.500000   9.075000   9.737500  10.108333   
2022-01-31  10.879167  10.816667  10.891667  10.041667  11.191667  11.641667   
2022-02-01   6.275000   7.179167   6.766667   6.266667   6.679167   7.150000   
2022-02-02   7.683333   8.808333   8.404167   8.325000   8.279167   8.904167   
2022-02-03   8.383333   9.745833   9.504167   9.970833   8.350000   9.000000   
2022-02-04   4.562500   5.254167   4.950000   5.275000   4.625000   4.691667   
2022-02-05   5.187500   5.825000   5.683333   4.975000   5.425000   6.020833   
2022-02-06   7.241667   6.695833   6.575000   5.883333   7.120833   7.875000   
2022-02-07   6.266667   7.133333   6.870833   6.112500   6.641667   7.170833   
2022-02-08   4.420833   4.877273   4.645833   4.500000   5.145833   5.975000   
2022-02-09   6.508333   7.050000   6.804167   7.012500   7.170833   8.229167   
2022-02-10   7.800000   9.204167   8.512500   7.929167   8.020833   8.320833   
2022-02-11   7.241667   9.675000   7.162500   6.775000   7.241667   7.525000   
2022-02-12  10.229167  11.712500  10.875000  10.645833  10.341667  10.787500   
2022-02-13  10.270833  11.412500  11.045833   9.945833  10.295833  11.020833   
2022-02-14   3.912500   4.595833   4.333333   3.908333   4.500000   5.620833   
2022-02-15   4.104167   4.887500   4.765217   4.287500   4.658333   5.012500   
2022-02-16   6.670833   6.762500   6.708333   5.808333   6.841667   7.875000   
2022-02-17   8.562500   9.429167   9.237500   7.983333   8.141667   9.545833   
2022-02-18   8.225000   8.612500   8.583333   7.758333   8.812500  10.316667   
2022-02-19   5.183333   5.545833   5.237500   4.700000   5.025000   5.962500   
2022-02-20   9.191667   8.870833   9.016667   7.991667   9.262500  10.308333   
2022-02-21   9.008333   9.275000   9.408333   8.212500   9.004167   9.704167   
2022-02-22   9.891667  11.070833  10.416667   9.745833  10.237500  10.958333   
2022-02-23   7.037500   7.620833   7.620833   7.158333   7.625000   7.995833   
2022-02-24   4.175000   5.020833   4.979167   4.541667   4.566667   5.108333   
2022-02-25   6.729167   7.933333   7.250000   6.512500   7.145833   7.479167   
2022-02-26  11.900000  13.291667  14.095833  12.770833  12.787500  14.062500   
2022-02-27  10.225000  11.162500  10.470833   9.941667   9.333333  10.195833   
2022-02-28  11.891667  12.629167  12.345833  12.141667  11.633333  13.358333   
2022-03-01  24.304167  23.591667  24.937500  24.137500  24.662500  25.795833   
2022-03-02  23.995833  24.587500  25.462500  24.704167  24.100000  24.670833   
2022-03-03  21.754167  22.508333  23.137500  21.791667  21.387500  23.145833   
2022-03-04  22.087500  22.645833  23.400000  22.266667  22.691667  23.854167   
2022-03-05  24.220833  23.850000  25.254167  24.337500  23.970833  25.450000   
2022-03-06  13.033333  12.137500  13.291667  12.925000  12.491667  13.370833   
2022-03-07  11.016667  10.729167  11.554167  11.450000  11.162500  11.883333   
2022-03-08  13.091667  13.770833  13.512500  12.679167  12.954167  14.437500   
2022-03-09  25.070833  28.963158  26.008333  24.854167  24.887500  27.837500   
2022-03-10  28.133333  30.487500  29.325000  27.204348  27.554167  31.291667   
2022-03-11  16.058333  18.512500  17.712500  17.125000  16.529167  18.966667   
2022-03-12   7.416667   9.508333   8.179167   8.275000   7.820833   8.295833   
2022-03-13   5.908333   7.283333   6.741667   6.191667   5.987500   6.558333   
2022-03-14   7.791667   8.691667   8.191667   8.195833  10.312500  10.404167   
2022-03-15  12.142857  13.095833  12.720833  12.266667  12.020833  16.529167   
2022-03-16  15.412500  17.433333  16.287500  15.291667  15.316667  17.179167   
2022-03-17   7.004167   8.300000   7.683333   6.566667   7.358333   7.962500   
2022-03-18  10.354167  11.441667  10.991667   9.937500   9.304167  11.237500   
2022-03-19   7.245833   7.754167   7.591667   6.941667   7.091667   7.720833   
2022-03-20  26.737500  28.083333  27.808333  26.579167  26.154167  27.345833   
2022-03-21  35.241667  36.091667  34.700000  32.404167  33.616667  36.425000   
2022-03-22  28.929167  31.716667  31.008333  28.958333  28.245833  31.312500   
2022-03-23  37.300000  39.070833  37.950000  33.650000  36.150000  41.073913   
2022-03-24  38.616667  41.054167  40.558333  35.595833  42.079167  48.112500   
2022-03-25  40.204167  41.012500  41.437500  39.458333  41.216667  43.854167   
2022-03-26  28.350000  27.029167  27.108333  25.112500  29.916667  31.904167   
2022-03-27   6.325000   6.529167   6.562500   6.404167   5.820833   6.504167   
2022-03-28  16.512500  16.150000  15.991667  14.775000  15.133333  16.816667   
2022-03-29  24.529167  24.916667  25.012500  23.712500  24.170833  25.270833   
2022-03-30  13.462500  13.112500  13.379167  12.670833  12.612500  13.991667   
2022-03-31   2.945833   3.075000   3.012500   2.758333   2.929167   3.095833   
2022-04-01   2.779167   2.791667   2.837500   2.612500   2.479167   3.025000   
2022-04-02   3.104167   3.083333   3.195833   2.954167   3.054167   3.362500   
2022-04-03   2.820833   3.570833   3.937500   3.266667   3.308333   3.158333   
2022-04-04   7.258333   7.983333   7.916667   8.158333   7.587500   8.416667   
2022-04-05   7.495833   8.350000   8.616667   7.620833   7.250000   7.979167   
2022-04-06   5.120833   5.425000   5.400000   5.058333   5.616667   6.434783   
2022-04-07   5.408333   5.804167   5.537500   4.879167   5.412500   6.225000   
2022-04-08   4.250000   4.725000   4.695833   3.875000   4.258333   4.475000   
2022-04-09   4.258333   5.400000   4.937500   4.050000   4.475000   4.658333   
2022-04-10   4.829167   5.483333   5.033333   5.245833   4.250000   4.408333   
2022-04-11  12.133333  13.308333  13.141667  12.529167  11.925000  13.491667   
2022-04-12  10.675000  11.937500  11.012500   9.391667  10.075000  11.020833   
2022-04-13  11.000000  11.100000  10.866667  12.079167  10.754167  11.025000   
2022-04-14  15.866667  15.950000  15.591667  14.095833  15.791667  16.420833   
2022-04-15  13.591667  12.958333  12.716667  11.408333  13.158333  14.033333   
2022-04-16  12.483333  13.541667  13.491667  12.454167  12.225000  12.970833   
2022-04-17   8.920833  10.854167  10.379167   9.500000   9.116667  10.004167   
2022-04-18   9.608333  10.037500   9.441667   8.725000   9.029167   9.579167   
2022-04-19  12.562500  13.475000  12.920833  11.833333  12.262500  13.362500   
2022-04-20   7.600000   8.016667   7.725000   7.362500   8.466667   9.160870   
2022-04-21   8.633333   9.091667   8.862500   8.466667   8.933333   9.620833   
2022-04-22  10.945833  11.462500  11.175000  10.816667  10.304167  11.129167   
2022-04-23  19.191667  20.316667  20.016667  18.741667  18.841667  20.054167   
2022-04-24   9.237500   9.591667   9.429167   8.941667   9.100000   9.650000   
2022-04-25  11.883333  13.158333  12.975000  12.016667  11.729167  14.325000   
2022-04-26   5.608333   6.116667   6.050000   5.266667   5.758333   5.954167   
2022-04-27   6.104167   6.637500   6.491667   6.354167   6.600000   6.791667   
2022-04-28  10.133333  10.262500  10.391667  10.300000   9.829167  10.525000   
2022-04-29   8.245833   8.350000   8.683333   7.916667   7.875000   8.566667   
2022-04-30   6.512500   6.729167   6.570833   6.204167   6.316667   6.591667   
2022-05-01  11.712500  13.020833  12.266667  11.716667  11.912500  12.916667   
2022-05-02  11.145833  11.425000  11.279167  10.108333  11.554167  12.133333   
2022-05-03  14.475000  16.091667  15.862500  16.012500  15.820833  16.083333   
2022-05-04   9.529167   9.054167   8.700000   8.025000   8.262500   8.512500   
2022-05-05  16.687500  18.637500  18.570833  16.895652  18.654167  18.754167   
2022-05-06  13.150000  17.291667  16.766667  14.995833  13.283333  14.875000   
2022-05-07  11.591667  11.429167  11.212500   9.645833  11.166667  11.466667   
2022-05-08   6.958333   7.045833   7.275000   6.508333   6.695833   7.279167   
2022-05-09   8.237500   9.254167   9.100000   9.066667   7.704167   8.829167   
2022-05-10   9.845833  11.000000  10.470833  10.187500   9.741667  11.412500   
2022-05-11   5.150000   5.604167   5.166667   5.354167   5.107692   6.533333   
2022-05-12   3.025000   4.373913   4.008333   3.150000   2.788889   3.541667   
2022-05-13   5.441667   6.379167   6.458333   5.495833   5.612500   6.150000   
2022-05-14  11.716667  12.841667  13.037500  11.520833  12.112500  12.829167   
2022-05-15  11.920833  12.854167  13.383333  11.737500  11.695833  12.579167   
2022-05-16   8.050000   8.895833   9.041667   8.591667   9.070833  13.283333   
2022-05-17   7.850000   9.533333   9.170833   7.762500   7.622727   7.975000   
2022-05-18  10.229167  11.679167  12.400000  11.162500   9.608333  10.408333   
2022-05-19  12.554167  13.504167  14.000000  12.629167  13.266667  12.379167   
2022-05-20  11.816667  12.579167  12.783333  12.037500  12.975000   7.554167   
2022-05-21   6.408333   7.129167   6.850000   5.783333   6.566667   5.929167   
2022-05-22   8.775000  10.529167  10.391667   9.062500   8.862500   9.391667   
2022-05-23  14.970833  14.800000  15.520833  13.245833  13.966667  10.129167   
2022-05-24   3.695833   4.695833   4.562500   3.954167   4.175000   4.450000   
2022-05-25   6.204167   6.358333   6.283333   5.675000   6.733333   6.490909   
2022-05-26   6.000000   6.762500   6.666667   5.816667   6.375000   6.850000   
2022-05-27   5.925000   6.841667   6.787500   5.741667   6.125000   6.579167   
2022-05-28   4.170833   4.475000   4.291667   3.550000   4.162500   4.229167   
2022-05-29   2.733333   2.825000   2.733333   2.095833   2.600000   2.891667   
2022-05-30   3.625000   4.283333   3.900000   3.516667   3.216667   3.766667   
2022-05-31   6.854167   8.916667   8.600000   8.791667   6.816667   7.762500   
2022-06-01   3.337500   5.087500   4.675000   4.583333   4.937500   4.808333   
2022-06-02   5.583333   6.966667   6.408333   6.516667   6.145833   6.970833   
2022-06-03   5.900000   6.225000   6.250000   5.600000   5.300000   5.641667   
2022-06-04   6.862500   7.079167   7.558333   6.800000   6.870833   7.091667   
2022-06-05  12.887500  13.820833  14.416667  13.620833  13.654167  13.704167   
2022-06-06   5.941667   6.670833   6.708333   6.483333   6.245833   6.054167   
2022-06-07   5.712500   7.252174   7.370833   6.237500   6.312500   6.212500   
2022-06-08   5.212500   6.658333   6.816667   6.475000   6.070833   5.933333   
2022-06-09   4.358333   5.729167   5.958333   4.504167   4.875000   4.758333   
2022-06-10   4.454167   5.241667   5.237500   4.958333   4.875000   5.079167   
2022-06-11   6.316667   7.029167   6.862500   5.745833   6.670833   6.966667   
2022-06-12   7.129167   6.495833   6.420833   5.129167   6.729167   6.645833   
2022-06-13   4.950000   5.400000   5.404167   4.170833   5.179167   5.245833   
2022-06-14   4.720833   5.654167   5.379167   4.662500   5.291667   5.645833   
2022-06-15   6.429167   6.712500   7.066667   7.004167   6.633333   7.654167   
2022-06-16   7.045833   7.120833   7.458333   7.370833   6.550000   6.833333   
2022-06-17   9.700000   9.970833  10.895833   9.662500   9.495833  10.317391   
2022-06-18  10.160870  10.491667  11.654167   9.558333  10.308333  10.179167   
2022-06-19   4.533333   4.704167   5.133333   4.025000   4.500000   5.170833   
2022-06-20   4.833333   4.837500   5.158333   4.404167   4.762500   5.570833   
2022-06-21   6.787500   7.466667   7.658333   6.958333   7.145833   7.962500   
2022-06-22   7.033333   6.979167   7.441667   6.816667   7.975000   8.604167   
2022-06-23  11.620833  11.745833  12.700000  11.345833  11.650000  11.708333   
2022-06-24  10.241667  10.854167  11.483333  10.529167  11.033333  10.508333   
2022-06-25   4.608333   5.795833   5.791667   4.591667   5.287500   5.391667   
2022-06-26   5.895833   7.779167   7.787500   6.870833   6.670833   6.562500   
2022-06-27   5.175000   6.087500   6.312500   5.541667   5.991667   5.983333   
2022-06-28   4.087500   4.779167   4.512500   4.050000   4.425000   4.562500   
2022-06-29   6.672727   7.170833   7.125000   6.421739   6.245833   6.712500   
2022-06-30   3.670833   5.020833   4.933333   5.358333   4.516667   4.141667   
2022-07-01   4.733333   5.370833   5.379167   5.275000   5.050000   4.939130   
2022-07-02   2.425000   3.137500   3.000000   2.404167   2.525000   2.695833   
2022-07-03   2.308333   3.133333   2.937500   2.266667   2.729167   2.645833   
2022-07-04   3.287500   3.891667   3.879167   3.225000   3.466667   3.912500   
2022-07-05   3.741667   4.370833   4.462500   3.791667   4.116667   4.325000   
2022-07-06   2.650000   3.154167   2.887500   5.841667   2.620833   2.670833   
2022-07-07   4.133333   3.891667   3.937500   3.308333   3.716667   3.973913   
2022-07-08   5.370833   5.887500   5.695833   5.537500   6.241667   5.937500   
2022-07-09   5.929167   5.383333   5.875000   5.083333   6.258333   6.091667   
2022-07-10   3.233333   3.362500   3.433333   2.941667   3.245833   3.329167   
2022-07-11   2.362500   3.395833   3.404167   3.895833   2.712500   2.941667   
2022-07-12   5.275000   6.195833   6.291667  12.304167   5.691667   5.987500   
2022-07-13   7.187500   7.187500   7.541667   6.362500   6.850000   7.041667   
2022-07-14   3.958333   3.891667   4.162500   7.850000   3.840909   4.275000   
2022-07-15   2.683333   3.341667   3.229167   5.595833   2.866667   3.033333   
2022-07-16   2.437500   2.712500   2.750000   2.308333   2.662500   2.700000   
2022-07-17   4.962500   5.312500   5.187500   4.462500   4.816667   5.200000   
2022-07-18   6.133333   6.700000   6.812500  10.120833   6.266667   7.145833   
2022-07-19  11.054167  11.083333  11.208333  10.908333   9.154167  10.608696   
2022-07-20  21.025000  20.512500  22.262500  20.695833  21.354167  21.791667   
2022-07-21   8.291667   8.304167   8.983333   8.366667   8.912500   8.375000   
2022-07-22   2.858333   3.208333   3.295833   3.158333   2.912500   3.470833   
2022-07-23   6.183333   6.537500   6.720833   5.275000   5.991667   7.391667   
2022-07-24   6.541667   7.850000   8.520833   7.445833   6.508333   6.545833   
2022-07-25   5.050000   6.512500   6.341667   5.483333   6.025000   6.445833   
2022-07-26   2.916667   3.220833   3.191667   2.795833   2.812500   2.991667   
2022-07-27   2.120833   2.170833   2.295833   2.145833   2.029167   2.508333   
2022-07-28   2.241667   2.275000   2.483333   2.166667   2.250000   2.458333   
2022-07-29   4.375000   4.437500   4.787500   4.200000   4.254167   4.479167   
2022-07-30   4.854167   5.870833   5.908333   4.941667   5.279167   5.262500   
2022-07-31   7.741667   8.304167   9.104167   8.500000   8.420833   8.083333   
2022-08-01   3.033333   3.383333   3.508333   3.212500   3.200000   3.220833   
2022-08-02   5.541667   5.483333   5.595833   4.891667   5.695833   6.075000   
2022-08-03   8.391667   8.450000   9.137500   7.862500   8.933333   9.120833   
2022-08-04   4.508333   4.912500   4.929167   4.379167   4.616667   4.520833   
2022-08-05   3.258333   3.579167   3.600000   3.008333   3.820833   3.687500   
2022-08-06   1.933333   2.316667   2.091667   1.983333   2.645833   2.437500   
2022-08-07   3.716667   4.091667   4.166667   4.100000   4.587500   7.600000   
2022-08-08   3.754167   4.141667   4.483333   4.375000   4.439130   6.650000   
2022-08-09   3.125000   2.979167   3.291667   2.933333   2.879167   3.704167   
2022-08-10   3.654167   3.529167   3.904167   3.662500   3.608333   3.725000   
2022-08-11   6.587500   6.312500   6.870833   7.000000   6.237500   6.404167   
2022-08-12   8.816667   8.491667   9.400000   8.816667   8.458333   8.754167   
2022-08-13   7.454167   7.587500   7.841667   8.662500   7.112500   7.829167   
2022-08-14  11.383333  11.937500  12.912500  11.929167  11.537500  11.837500   
2022-08-15  13.758333  14.204167  15.504167  13.291667  15.508333  15.629167   
2022-08-16  22.712500  22.575000  25.462500  23.241667  24.629167  24.587500   
2022-08-17  15.312500  16.595833  19.000000  19.116667  17.762500  17.912500   
2022-08-18   5.733333   6.629167   6.750000   7.712500   6.683333   7.312500   
2022-08-19   8.029167   9.904167  10.504167  10.529167   9.575000   8.591667   
2022-08-20   4.187500   5.058333   5.091667   4.366667   4.720833   5.554167   
2022-08-21   4.945833   5.379167   5.720833   4.762500   5.658333   5.800000   
2022-08-22   6.950000   7.804167   8.158333   9.479167   6.883333   8.383333   
2022-08-23   6.220833   7.262500   7.572727  10.033333   6.216667   6.745833   
2022-08-24   5.845833   4.241667   4.295833   8.433333   4.083333   3.833333   
2022-08-25  13.995833  13.337500  15.025000  18.754167  14.233333  13.754167   
2022-08-26   2.733333   2.733333   2.791667   2.733333   2.920833   3.087500   
2022-08-27   3.837500   3.779167   4.104167   3.408333   4.045833   4.366667   
2022-08-28   3.679167   3.750000   4.179167   3.545833   3.820833   5.916667   
2022-08-29   4.541667   4.763636   5.075000   6.454167   4.800000   5.979167   
2022-08-30   4.625000   4.375000   4.795833   5.187500   4.375000   5.012500   
2022-08-31   2.912500   2.716667   3.150000   3.258333   2.533333   3.116667   
2022-09-01   3.983333   3.883333   4.233333   5.841667   3.566667   4.508333   
2022-09-02   6.625000   7.020833   7.333333  14.987500   6.170833   6.937500   
2022-09-03   8.154167   9.179167   8.912500   7.712500   7.700000   8.412500   
2022-09-04  14.570833  17.066667  17.666667  13.566667  14.966667  14.829167   
2022-09-05   6.133333   7.291667   7.337500  22.187500   5.979167   6.616667   
2022-09-06   5.386957   6.025000   6.116667   6.850000   5.687500   6.470833   
2022-09-07   4.983333   5.183333   5.095833   5.804167   5.095833   5.387500   
2022-09-08   4.408333   4.579167   4.675000   5.275000   4.558333   4.466667   
2022-09-09   3.441667   4.250000   4.220833   6.270833   4.200000   3.908696   
2022-09-10   3.637500   4.675000   4.550000   4.329167   4.433333   4.520833   
2022-09-11   8.333333  11.050000  11.066667   8.170833   9.095833  11.104167   
2022-09-12   9.075000  11.012500  11.054167   9.591667   9.445833   9.470833   
2022-09-13   4.770833   6.000000   5.875000   5.037500   5.612500   4.979167   
2022-09-14   2.983333   3.400000   3.545833   3.216667   3.050000   3.229167   
2022-09-15   3.154167   3.262500   3.229167   2.604167   2.987500   3.208333   
2022-09-16   2.887500   3.375000   3.012500   2.725000   2.833333   2.775000   
2022-09-17   3.295833   3.704167   3.662500   3.000000   3.433333   3.308333   
2022-09-18   2.637500   2.708333   2.587500   2.162500   2.700000   2.475000   
2022-09-19   3.450000   4.195833   4.012500   3.083333   4.075000   3.837500   
2022-09-20   2.800000   3.420833   3.145833   2.091667   3.666667   3.204167   
2022-09-21   3.766667   7.012500   6.033333   3.266667   3.491667  11.283333   
2022-09-22   9.820833  11.816667  11.558333   8.733333   8.025000  11.025000   
2022-09-23  10.695833  12.275000  12.108333  11.587500  12.120833  11.241667   
2022-09-24   5.625000   6.116667   6.629167   6.279167   5.995833   6.491667   
2022-09-25   1.941667   2.433333   2.220833   1.991667   2.245833   3.350000   
2022-09-26   2.795833   3.354167   3.141667   2.959091   3.187500   3.187500   
2022-09-27   2.120833   3.037500   2.587500   2.216667   2.837500   2.570833   
2022-09-28   1.170833   2.687500   2.012500   1.320833   2.050000   1.779167   
2022-09-29   5.300000   7.520833   7.325000   6.050000   6.591667   6.300000   
2022-09-30   5.925000   7.520833   7.508333   6.954167   6.616667   5.866667   
2022-10-01   4.291667   4.904167   4.587500   3.908333   4.454167   4.495833   
2022-10-02   5.308333   6.016667   5.945833   4.595833   5.533333   5.391667   
2022-10-03   4.870833   7.320833   6.720833   5.495833   6.070833   5.900000   
2022-10-04   9.420833   9.683333  10.191667   9.958333   9.770833   9.604167   
2022-10-05   3.458333   3.945833   4.041667   4.350000   3.762500   3.879167   
2022-10-06   4.304167   5.345833   5.404167   4.620833   4.766667   4.720833   
2022-10-07   5.954167   6.458333   6.745833   6.204167   6.479167   6.325000   
2022-10-08   3.570833   5.062500   4.495833   3.470833   4.316667   4.441667   
2022-10-09   6.295833   8.179167   7.754167   6.295833   6.250000   6.666667   
2022-10-10   7.095833   8.225000   8.183333   7.062500   8.825000   7.441667   
2022-10-11   5.287500   9.154167   7.650000   5.379167   8.487500   6.566667   
2022-10-12  13.591667  15.054167  15.495833  13.354167  12.850000  15.725000   
2022-10-13  10.045833  11.175000  11.887500   9.887500  10.775000  10.441667   
2022-10-14  11.712500  12.879167  13.741667  11.466667  12.625000  11.820833   
2022-10-15   9.200000  10.400000  11.112500   9.920833  10.308333   9.229167   
2022-10-16   4.166667   5.445833   4.987500   3.958333   4.516667   4.400000   
2022-10-17   5.712500   6.345833   6.716667   6.737500   6.329167   5.929167   
2022-10-18   5.658333   6.758333   7.079167   5.137500   6.704167   6.704167   
2022-10-19   4.820833   5.391667   5.933333   4.895833   5.266667   5.566667   
2022-10-20  10.558333  12.008333  12.587500  10.725000  11.670833  11.575000   
2022-10-21   5.195833   6.104167   6.695833   4.933333   7.100000   5.962500   
2022-10-22   6.087500   7.641667   7.700000   5.795833   6.970833   6.287500   
2022-10-23   6.300000   6.937500   7.312500   6.233333   6.175000   6.375000   
2022-10-24   3.366667   3.804167   3.895833   3.325000   3.804167   3.908333   
2022-10-25   5.108333   6.058333   5.883333   5.333333   6.595833   6.140909   
2022-10-26   4.725000   5.445833   5.541667   4.862500   5.037500   5.850000   
2022-10-27   6.020833   7.291667   7.570833   6.058333   7.495833   6.916667   
2022-10-28  10.195833  10.929167  11.570833  10.008333  11.237500  11.200000   
2022-10-29  12.412500  14.795833  15.179167  11.458333  13.366667  13.420833   
2022-10-30  10.537500  11.341667  12.366667  10.675000  11.425000  11.254167   
2022-10-31  14.570833  15.416667  16.883333  14.979167  15.041667  15.862500   
2022-11-01   5.045833   5.000000   5.320833   4.629167   5.420833   5.554167   
2022-11-02   4.758333   5.195833   5.562500   4.525000   5.033333   5.204167   
2022-11-03   4.304167   4.704167   4.966667   4.462500   4.800000   4.662500   
2022-11-04   3.912500   5.700000   4.962500   4.266667   5.325000   4.508333   
2022-11-05   5.029167   6.300000   6.125000   5.333333   5.179167   5.216667   
2022-11-06   4.600000   4.833333   5.262500   4.583333   4.879167   4.945833   
2022-11-07   4.691667   4.975000   5.329167   4.737500   5.050000   5.166667   
2022-11-08   3.733333   3.965217   4.170833   3.845833   4.008333   4.000000   
2022-11-09   4.100000   4.337500   4.604167   3.912500   4.504167   4.608333   
2022-11-10   6.341667   6.541667   7.041667   6.283333   6.920833   6.891667   
2022-11-11  12.304167  13.025000  13.570833  14.900000  13.154167  12.883333   
2022-11-12  14.320833  19.525000  18.445833        NaN  17.891667  16.175000   
2022-11-13  16.329167  18.666667  20.637500        NaN  18.108333  18.804167   
2022-11-14  20.100000  20.287500  21.845833  23.725000  21.350000  21.466667   
2022-11-15   9.379167  10.391667  11.287500  10.829167  10.870833  10.470833   
2022-11-16   4.750000   5.437500   5.437500   5.220833   4.925000   5.208333   
2022-11-17   2.170833   2.212500   2.141667   1.983333   2.158333   2.325000   
2022-11-18   5.083333   6.350000   6.516667   6.845833   6.329167   5.933333   
2022-11-19  14.091667  14.845833  16.200000  15.270833  15.308333  14.691667   
2022-11-20  15.525000  17.462500  18.504167  18.166667  17.950000  17.829167   
2022-11-21   7.029167   8.766667   8.739130   8.412500   8.758333   8.816667   
2022-11-22   4.266667   4.837500   5.025000   4.412500   4.670833   4.629167   
2022-11-23   6.004167   6.554167   6.766667   6.225000   6.541667   6.370833   
2022-11-24   5.475000   6.254167   6.366667   5.512500   6.083333   6.041667   
2022-11-25   4.950000   6.316667   6.458333   5.208333   6.108333   5.895833   
2022-11-26  11.016667  12.170833  13.154167  10.633333  11.554167  11.562500   
2022-11-27   6.245833   7.175000   7.366667   6.433333   6.575000   6.479167   
2022-11-28  14.975000  17.087500  18.229167  15.983333  17.291304  15.987500   
2022-11-29  16.225000  18.116667  19.529167  13.633333  20.229167  20.625000   
2022-11-30  14.083333  15.325000  16.562500  14.570833  17.091667  17.208333   
2022-12-01  25.595833  26.412500  27.787500  26.516667  24.566667  26.462500   
2022-12-02  25.933333  26.258333  28.483333  26.687500  26.779167  26.950000   
2022-12-03  22.725000  23.033333  25.000000  23.316667  23.283333  23.179167   
2022-12-04  26.833333  27.037500  29.554167  27.466667  27.462500  27.637500   
2022-12-05  12.133333  12.041667  13.204167  12.320833  12.029167  12.362500   
2022-12-06   3.470833   6.541667   5.150000   4.150000   3.958333   3.662500   
2022-12-07   2.470833   4.912500   3.633333   3.375000   2.883333   2.470833   
2022-12-08   1.745833   3.233333   2.950000   2.587500   2.837500   2.462500   
2022-12-09  19.495833  20.283333  21.016667  18.816667  20.970833  20.991667   
2022-12-10  23.495833  26.470833  27.875000  27.620833  25.141667  25.112500   
2022-12-11  19.754167  20.779167  21.800000  20.887500  21.508333  20.200000   
2022-12-12  21.312500  22.491667  23.466667  22.136364  23.562500  22.404167   
2022-12-13  22.600000  24.170833  26.133333  25.933333  24.045833  23.670833   
2022-12-14  16.487500  18.579167  18.245833  16.345833  18.775000  19.112500   
2022-12-15  14.466667  22.954167  21.754167  24.529167  14.354167  13.887500   
2022-12-16   7.208333  12.616667  10.820833   9.129167  10.537500  10.554167   
